[2026-04-22 20:14:19] 📅 2026/04/22 (三) 開始抓取新聞...

[2026-04-22 20:14:19] 📋 歷史紀錄：357 則已排除

[2026-04-22 20:14:19] 【來源一：Google News 關鍵字搜尋】
[2026-04-22 20:14:19]   [房市行情]
[2026-04-22 20:14:56]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：2026租屋補助！北市租金補貼加碼單身最高4600、已婚家庭
[2026-04-22 20:14:56]       ✗ 非白名單來源(世界新聞網 https://www.worldjournal.com)：華男房租突漲三倍 政府補貼千萬仍難解壓 原因是？
[2026-04-22 20:14:56]     租金補貼: 抓到 3 則，新增 1 則
[2026-04-22 20:14:58]       ✗ 非白名單來源(news.cnyes.com https://news.cnyes.com)：3月五大銀行房貸利率略降 央行：房市處盤整修正期
[2026-04-22 20:14:58]       ✗ 非白名單來源(arch-web.com.tw https://www.arch-web.com.tw)：巴克萊銀行推出百思買系列，房貸利率再次下降 - arch
[2026-04-22 20:14:58]       ✗ 非白名單來源(CMoney投資網誌 https://cmnews.com.tw)：【即時新聞】降息引爆提前還款潮！Provident Fina
[2026-04-22 20:14:58]       ✗ URL重複：房市降溫轉盤整 五大銀行首季新增房貸年減26.5％創3年新低
[2026-04-22 20:14:58]       ✗ 非白名單來源(富途牛牛 https://news.futunn.com)：主導本輪地產拐點，卻被市場忽略的三因素
[2026-04-22 20:14:58]     房貸利率: 抓到 6 則，新增 1 則
[2026-04-22 20:14:59]       ✗ 非白名單來源(facebook.com https://www.facebook.com)：35歲女繼承 「千萬現金+房產」想退休！ 網勸：先別處理自己
[2026-04-22 20:14:59]       ✗ URL重複：用這招就可讓子女直接繼承阿公遺產？專家：誤會大了| 房產新訊
[2026-04-22 20:14:59]       ✗ 非白名單來源(MSN https://www.msn.com)：35歲女繼承「千萬現金+房產」想退休! 網勸： 先別處理自己
[2026-04-22 20:14:59]     繼承 房產: 抓到 3 則，新增 0 則
[2026-04-22 20:14:59]   [租屋市場]
[2026-04-22 20:15:00]       ✗ 字元重疊 100%：租房10年才花120萬？網戳破「萬元租金」殘酷現實：頂多只能
[2026-04-22 20:15:00]       ✗ URL重複：2026租屋補助加碼》「1縣市」每月最多可領10000元！租
[2026-04-22 20:15:00]       ✗ 非白名單來源(大紀元新聞網 https://www.epochtimes.com)：澳租屋平台被裁違反隱私法 過度收集租客個資
[2026-04-22 20:15:00]       ✗ 非白名單來源(華視新聞網 https://news.cts.com.tw)：效仿「膠囊旅館」？ 三重「太空艙雅房」月租6700吸睛- 生
[2026-04-22 20:15:00]       ✗ URL重複：2026報稅》租金扣除額最高18萬 申報資格、必備文件、計算
[2026-04-22 20:15:00]       ✗ 非白名單來源(世界新聞網 https://www.worldjournal.com)：付房租的錢不如拿去繳房貸？ 現在行不通了
[2026-04-22 20:15:00]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：房東問題我們先解決，租客問題我們再想想。這叫居住正義？
[2026-04-22 20:15:00]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：2026租屋補助！北市租金補貼加碼單身最高4600、已婚家庭
[2026-04-22 20:15:00]       ✗ 字元重疊 67%：萬華租屋糾紛爆流血衝突 房客友人持刀刺傷房東房仲
[2026-04-22 20:15:00]       ✗ 非白名單來源(壹電視 https://www.nexttv.com.tw)：砍房東還碰毒？ 姊弟租屋處查獲吸食器、針筒
[2026-04-22 20:15:00]       ✗ 字元重疊 78%：藝術家撒古流．巴瓦瓦隆性侵女學員判刑4年半須入獄 租屋處拘獲
[2026-04-22 20:15:00]       ✗ 字元重疊 52%：性侵判4年半！國藝獎得主撒古流險逃亡 屏檢租屋處拘提今發監
[2026-04-22 20:15:00]       ✗ 非白名單來源(壹電視 https://www.nexttv.com.tw)：欠6萬房租！ 租客竟持刀攻擊 屋東、房仲險喪命
[2026-04-22 20:15:00]       ✗ 非白名單來源(中天新聞網 https://ctinews.com)：快訊/萬華深夜爆街頭喋血衝突！
[2026-04-22 20:15:00]       ✗ 字元重疊 58%：萬華惡房客欠租衝突！ 友人持刀攻擊房東、房仲
[2026-04-22 20:15:00]       ✗ 非白名單來源(華視新聞網 https://news.cts.com.tw)：萬華爆利器攻擊！ 姊弟欠房租被討友刺傷房東、房仲- 生活
[2026-04-22 20:15:00]       ✗ 非白名單來源(東森新聞 https://news.ebc.net.tw)：討6萬房租反被討命！萬華房東、房仲慘遭「租客友人」持刀亂砍
[2026-04-22 20:15:00]       ✗ 字元重疊 82%：蕾菈每月預算8萬租不到房！網見條件曝「踩2大地雷」
[2026-04-22 20:15:00]       ✗ 字元重疊 69%：租金扣除額18萬 申報有眉角
[2026-04-22 20:15:00]       ✗ 非白名單來源(鏡週刊Mirror Media https://www.mirrormedia.mg)：萬華惡房客欠租砍人　持刀「狠刺房仲腹部」房東擋刀雙手噴血8c
[2026-04-22 20:15:00]       ✗ 非白名單來源(果仁家 https://applealmondrealty.com)：2026 房租抵稅怎麼報？房屋租金特別扣除額 18 萬元、申
[2026-04-22 20:15:00]     租屋: 抓到 28 則，新增 7 則
[2026-04-22 20:15:01]       ✗ 字元重疊 100%：租房10年才花120萬？網戳破「萬元租金」殘酷現實：頂多只能
[2026-04-22 20:15:01]       ✗ URL重複：2026報稅》租金扣除額最高18萬 申報資格、必備文件、計算
[2026-04-22 20:15:01]       ✗ URL重複：2026租屋補助加碼》「1縣市」每月最多可領10000元！租
[2026-04-22 20:15:01]       ✗ 非白名單來源(華視新聞網 https://news.cts.com.tw)：效仿「膠囊旅館」？ 三重「太空艙雅房」月租6700吸睛- 生
[2026-04-22 20:15:01]       ✗ 非白名單來源(世界新聞網 https://www.worldjournal.com)：華男房租突漲三倍 政府補貼千萬仍難解壓 原因是？
[2026-04-22 20:15:01]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：2026租屋補助！北市租金補貼加碼單身最高4600、已婚家庭
[2026-04-22 20:15:01]       ✗ URL重複：倒楣房東催討租金反被租客友人刺傷 房屋還變毒窟搜出毒品吸食器
[2026-04-22 20:15:01]       ✗ URL重複：租金扣除額改列「特別扣除額」最高18萬　房客別讓權利睡著了
[2026-04-22 20:15:01]       ✗ 非白名單來源(AASTOCKS.com http://www.aastocks.com)：《港樓》中原經紀人指數CSI(住宅售價)按周跌0.08點
[2026-04-22 20:15:01]       ✗ 非白名單來源(CTWANT https://www.ctwant.com)：積欠租金爆衝突！房仲腹部中刀急送醫　警逮3人再搜出多種毒 |
[2026-04-22 20:15:01]       ✗ 非白名單來源(民視新聞網 https://www.ftvnews.com.tw)：北市萬華凌晨驚傳砍人事故！積欠租金爆衝突 房仲腹部中刀急送醫
[2026-04-22 20:15:01]       ✗ 非白名單來源(大紀元新聞網 https://www.epochtimes.com)：澳租屋平台被裁違反隱私法 過度收集租客個資
[2026-04-22 20:15:01]       ✗ URL重複：催租遭暗算！ 欠債房客找友砍傷房東、房仲｜#鏡新聞
[2026-04-22 20:15:01]       ✗ 字元重疊 58%：萬華惡房客欠租衝突！ 友人持刀攻擊房東、房仲
[2026-04-22 20:15:01]       ✗ 字元重疊 62%：討6萬房租反被討命！萬華房東、房仲慘遭「租客友人」持刀亂砍
[2026-04-22 20:15:01]       ✗ 非白名單來源(Investing.com 香港 - 股市報價& 財經新聞 https://hk.investing.com)：Cofinimmo儘管租金增長放緩仍實現盈利增長8.3% 作
[2026-04-22 20:15:01]       ✗ 字元重疊 100%：2026報稅》租金扣除額最高18萬 申報資格、必備文件、計算
[2026-04-22 20:15:01]       ✗ URL重複：不只欠租還動手打人！房仲揭超惡劣「租屋蟑螂」行徑、2重點防欠
[2026-04-22 20:15:01]       ✗ 非白名單來源(東森新聞 https://news.ebc.net.tw)：快訊／北市房客被「漲租金」就砍人 房東、房仲中刀送醫
[2026-04-22 20:15:01]       ✗ 非白名單來源(Investing.com 香港 - 股市報價& 財經新聞 https://hk.investing.com)：Neobo 2026年第一季財報電話會議:租金收入強勁成長 
[2026-04-22 20:15:01]       ✗ URL重複：先炒股再買房！年收租460萬被嫌　現金客冷回「股市一週賺5～
[2026-04-22 20:15:01]       ✗ 非白名單來源(Yahoo 財經 https://hk.finance.yahoo.com)：荃灣愉景新城凶宅租金勁升23%！韓國教徒夫婦每月1.55萬承
[2026-04-22 20:15:01]       ✗ 非白名單來源(AASTOCKS.com http://www.aastocks.com)：仲量聯行：3月香港甲級寫字樓空置率升至13.5% 各區空置率
[2026-04-22 20:15:01]       ✗ 字元重疊 50%：為契約.租金談不攏 房客持刀砍房東.房仲｜TVBS新聞 @T
[2026-04-22 20:15:01]       ✗ URL重複：自由開講》日租嫌煩、認養嫌貴！ 亞太主球場這筆帳，不該算在台
[2026-04-22 20:15:01]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：房東問題我們先解決，租客問題我們再想想。這叫居住正義？
[2026-04-22 20:15:01]       ✗ 非白名單來源(大紀元時報 香港 https://hk.epochtimes.com)：世邦魏理仕：寫字樓租金回升 超甲級反彈20%
[2026-04-22 20:15:01]       ✗ 非白名單來源(AASTOCKS.com http://www.aastocks.com)：《港樓》區內租客1,348萬購觀塘凱匯三房自住 呎價近萬九
[2026-04-22 20:15:01]       ✗ 非白名單來源(AASTOCKS.com http://www.aastocks.com)：《港樓》鰂魚涌匯豪峰兩房戶850萬元沽 料享3.5厘租金回報
[2026-04-22 20:15:01]       ✗ 字元重疊 52%：萬華惡房客欠租砍人 持刀「狠刺房仲腹部」房東擋刀雙手噴血8c
[2026-04-22 20:15:01]       ✗ 非白名單來源(鏡週刊Mirror Media https://www.mirrormedia.mg)：萬華惡房客欠租砍人　持刀「狠刺房仲腹部」房東擋刀雙手噴血8c
[2026-04-22 20:15:01]       ✗ 非白名單來源(香港01 https://www.hk01.com)：靈活辦公室WeWork Midtown開幕 半日租金僅330
[2026-04-22 20:15:01]       ✗ 字元重疊 100%：台北福容「2度熄燈」撐過疫情……這次真掰了台糖房東 估價師：
[2026-04-22 20:15:01]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：分析｜買樓收租要識計實質回報...
[2026-04-22 20:15:01]       ✗ 字元重疊 67%：萬華租屋糾紛爆流血衝突 房客友人持刀刺傷房東房仲
[2026-04-22 20:15:01]       ✗ 字元重疊 96%：新北7處社宅抽籤結果出爐 泰山首案、三峽國光二期入住受矚目
[2026-04-22 20:15:01]       ✗ 非白名單來源(Yahoo 財經 https://hk.finance.yahoo.com)：學生租務有提前跡象！內地生未睇樓租西營盤瑧蓺開放式戶預付一年
[2026-04-22 20:15:01]       ✗ 非白名單來源(AASTOCKS.com http://www.aastocks.com)：《港樓》尖沙咀高臨兩房2.5萬租出 租金回報3.3厘
[2026-04-22 20:15:01]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：沙田第一城2房獲專才1.6萬元承租 租金創半年高
[2026-04-22 20:15:01]       ✗ 非白名單來源(香港01 https://www.hk01.com)：灣仔金輝點心不敵加租或面臨結業 老闆曾任龍門酒樓大廚手製點心
[2026-04-22 20:15:01]       ✗ 非白名單來源(BusinessFocus https://businessfocus.io)：內地生未睇樓預付一年租金預租西營盤瑧蓺 開放式戶月租1.8萬
[2026-04-22 20:15:01]     租金: 抓到 48 則，新增 7 則
[2026-04-22 20:15:02]       ✗ 外國地名(紐約)：紐約市房東以移民執法威脅漸增 倡議團體促立法遏止
[2026-04-22 20:15:02]       ✗ URL重複：催租遭暗算！ 欠債房客找友砍傷房東、房仲｜#鏡新聞
[2026-04-22 20:15:02]       ✗ URL重複：揪漏稅成功！房客2度補件翻盤　國稅局揭「3關鍵」讓房東現形
[2026-04-22 20:15:02]       ✗ 非白名單來源(臺灣導報 https://taiwanreports.com)：女子忘帶鑰匙遭反鎖 凱旋警聯繫房東助返家
[2026-04-22 20:15:02]       ✗ 非白名單來源(華視新聞網 https://news.cts.com.tw)：萬華爆利器攻擊！ 姊弟欠房租被討友刺傷房東、房仲- 生活
[2026-04-22 20:15:02]       ✗ 非白名單來源(壹電視 https://www.nexttv.com.tw)：砍房東還碰毒？ 姊弟租屋處查獲吸食器、針筒
[2026-04-22 20:15:02]       ✗ 字元重疊 60%：姊弟欠房租遭催討 友人出頭持刀砍傷房東與房仲
[2026-04-22 20:15:02]       ✗ 非白名單來源(東森新聞 https://news.ebc.net.tw)：討6萬房租反被討命！萬華房東、房仲慘遭「租客友人」持刀亂砍
[2026-04-22 20:15:02]       ✗ URL重複：欠錢最大？北市婦不滿被催討租金　男友人助陣揮刀追砍房東、仲介
[2026-04-22 20:15:02]       ✗ 字元重疊 67%：萬華租屋糾紛爆流血衝突 房客友人持刀刺傷房東房仲
[2026-04-22 20:15:02]       ✗ 字元重疊 58%：萬華惡房客欠租衝突！ 友人持刀攻擊房東、房仲
[2026-04-22 20:15:02]       ✗ URL重複：倒楣房東催討租金反被租客友人刺傷 房屋還變毒窟搜出毒品吸食器
[2026-04-22 20:15:02]       ✗ 非白名單來源(東森新聞 https://news.ebc.net.tw)：快訊／北市房客被「漲租金」就砍人 房東、房仲中刀送醫
[2026-04-22 20:15:02]       ✗ 字元重疊 50%：去年補稅破8億！國稅局緊盯「三無房東」動向 專家勸：規避成本
[2026-04-22 20:15:02]       ✗ 字元重疊 59%：北市萬華租客友人攻擊房東等釀2傷 (圖)
[2026-04-22 20:15:02]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：房東問題我們先解決，租客問題我們再想想。這叫居住正義？
[2026-04-22 20:15:02]       ✗ 非白名單來源(澎湖日報 https://penghudaily.blogspot.com)：房東請依限申報租賃所得 確保房屋按出租達租金標準之優惠稅率核
[2026-04-22 20:15:02]       ✗ 非白名單來源(CMoney投資網誌 https://cmnews.com.tw)：狂飆軍工預算點火「國防房東」：COPT Defense吃下千
[2026-04-22 20:15:02]       ✗ 字元重疊 50%：為契約.租金談不攏 房客持刀砍房東.房仲｜TVBS新聞 @T
[2026-04-22 20:15:02]       ✗ 非白名單來源(妞新聞 https://www.niusnews.com)：Cortis當房東「秘密Airbnb房間真的能入住」！男神親
[2026-04-22 20:15:02]       ✗ URL重複：台北福容「2度熄燈」撐過疫情……這次真掰了台糖房東　估價師：
[2026-04-22 20:15:02]       ✗ 非白名單來源(MSN https://www.msn.com)：台北福容「2度熄燈」撐過疫情, 這次真掰了台糖房東 估價師：
[2026-04-22 20:15:02]       ✗ 非白名單來源(果仁家 https://applealmondrealty.com)：2026 房租抵稅怎麼報？房屋租金特別扣除額 18 萬元、申
[2026-04-22 20:15:02]     房東: 抓到 26 則，新增 3 則
[2026-04-22 20:15:03]       ✗ URL重複：倒楣房東催討租金反被租客友人刺傷 房屋還變毒窟搜出毒品吸食器
[2026-04-22 20:15:03]       ✗ URL重複：北市萬華租客友人攻擊房東等釀2傷警逮3人送辦| 社會
[2026-04-22 20:15:03]       ✗ 字元重疊 59%：北市萬華租客友人攻擊房東等釀2傷 (圖)
[2026-04-22 20:15:03]       ✗ 非白名單來源(中天新聞網 https://ctinews.com)：快訊/萬華深夜爆街頭喋血衝突！
[2026-04-22 20:15:03]       ✗ 非白名單來源(大紀元新聞網 https://www.epochtimes.com)：澳租屋平台被裁違反隱私法 過度收集租客個資
[2026-04-22 20:15:03]       ✗ 非白名單來源(壹電視 https://www.nexttv.com.tw)：欠6萬房租！ 租客竟持刀攻擊 屋東、房仲險喪命
[2026-04-22 20:15:03]       ✗ URL重複：租金扣除額改列「特別扣除額」最高18萬　房客別讓權利睡著了
[2026-04-22 20:15:03]       ✗ URL重複：萬華租屋糾紛！租客友「情緒失控」 持刀砍殺房東、房仲
[2026-04-22 20:15:03]       ✗ 非白名單來源(東森新聞 https://news.ebc.net.tw)：討6萬房租反被討命！萬華房東、房仲慘遭「租客友人」持刀亂砍
[2026-04-22 20:15:03]       ✗ 非白名單來源(AASTOCKS.com http://aastocks.com)：《港樓》區內租客1,348萬購觀塘凱匯三房自住呎價近萬九財經
[2026-04-22 20:15:03]       ✗ 非白名單來源(世界新聞網 https://www.worldjournal.com)：紐約生存手冊／公寓禁養寵物 若90天內未反對 租客有理
[2026-04-22 20:15:03]       ✗ URL重複：不只欠租還動手打人！房仲揭超惡劣「租屋蟑螂」行徑、2重點防欠
[2026-04-22 20:15:03]       ✗ 字元重疊 58%：萬華惡房客欠租衝突！ 友人持刀攻擊房東、房仲
[2026-04-22 20:15:03]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：房東問題我們先解決，租客問題我們再想想。這叫居住正義？
[2026-04-22 20:15:03]       ✗ 字元重疊 100%：租房10年才花120萬？網戳破「萬元租金」殘酷現實：頂多只能
[2026-04-22 20:15:03]       ✗ 非白名單來源(AASTOCKS.com http://www.aastocks.com)：《港樓》區內租客斥898萬購昇悅居兩房 「沙士貨」升值3.6
[2026-04-22 20:15:03]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：區內租客1348萬購凱滙3房戶自住 一手業主8年平手離場
[2026-04-22 20:15:03]       ✗ 非白名單來源(BusinessFocus https://businessfocus.io)：外區客租火炭銀禧花園2房戶 以19000元租出
[2026-04-22 20:15:03]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：雲滙開放式獲區內客逾1.4萬元承租 呎租逾40元
[2026-04-22 20:15:03]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：蝕讓成交｜太古城2房則王獲租客1060萬承接 7年貨蝕25萬
[2026-04-22 20:15:03]       ✗ 非白名單來源(BusinessFocus https://businessfocus.io)：外區租客入市上水彩蒲苑2房 自由市場價313萬元易手 持貨1
[2026-04-22 20:15:03]       ✗ 非白名單來源(AASTOCKS.com http://www.aastocks.com)：《港樓》區內租客斥898萬購昇悅居兩房 「沙士貨」升值3.6
[2026-04-22 20:15:03]       ✗ 非白名單來源(明報財經網 https://finance.mingpao.com)：Blue Coast 兩房零議價3.1萬租出 呎租58元 (
[2026-04-22 20:15:03]     租客: 抓到 23 則，新增 0 則
[2026-04-22 20:15:05]       ✗ URL重複：台灣金聯攜手合庫銀 建構包租代管、信託一站式服務
[2026-04-22 20:15:05]       ✗ 非白名單來源(台灣民眾電子報 https://www.allnews.tw)：台灣金聯子公司力興攜手合作金庫銀行 推動包租代管與信託整合服
[2026-04-22 20:15:05]       ✗ 字元重疊 91%：台灣金聯子公司力興聯袂合庫銀行 建構包租代管、信託一站式服務
[2026-04-22 20:15:05]       ✗ 字元重疊 86%：跨業合作銀行再添一家 台灣金聯建構包租代管、信託一站式服務
[2026-04-22 20:15:05]       ✗ 字元重疊 100%：台灣金聯子公司力興攜手合庫銀建構包租代管、信託一站式服務| 
[2026-04-22 20:15:05]       ✗ 非白名單來源(太報 TaiSounds https://www.taisounds.com)：留房養老新藍海！台灣金聯跨業結盟合庫首創「信託＋代管」養老模
[2026-04-22 20:15:05]     包租代管: 抓到 6 則，新增 0 則
[2026-04-22 20:15:05]   [捷運與重大建設]
[2026-04-22 20:15:06]       ✗ 非白名單來源(商周財富網 https://wealth.businessweekly.com.tw)：2026年3月大台北地區捷運站周邊房價統計》板橋相對承壓？連
[2026-04-22 20:15:06]       ✗ 字元重疊 100%：內科發展最後拼圖啟動 內湖房價又要漲了？
[2026-04-22 20:15:06]       ✗ 非白名單來源(未來城市＠天下 https://futurecity.cw.com.tw)：住宅與交通雙重失靈，才是台灣居住不正義的真相
[2026-04-22 20:15:06]     捷運 房價: 抓到 3 則，新增 0 則
[2026-04-22 20:15:07]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：台北市核心地段捷運宅供給持續收窄，高資產買方評估標準出現轉變
[2026-04-22 20:15:07]       ✗ 非白名單來源(桃園電子報 https://tyenews.com)：台股豐收保值潮來襲 熱錢流向軌道經濟「正捷運宅」
[2026-04-22 20:15:07]       ✗ 字元重疊 60%：捷運共構宅超熱！台灣金聯平價宅雙北賣破八成
[2026-04-22 20:15:07]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：單親媽為女兒拼事業、50歲一場氣爆險喪命…她砸數千萬買3房捷
[2026-04-22 20:15:07]     捷運宅: 抓到 4 則，新增 0 則
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：房市寒冬？五大銀行第1季新增房貸「3年最低」 央行：打房見效
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：併購傳承利多！房地合一稅大鬆綁 不動產特定股權改採「時價」課
[2026-04-22 20:15:08]       ✗ URL重複：台泰聯手破獲跨國洗錢水房 「扣押台積電股票」等1.6億資產
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：不學日韓放棄人生！他封台灣「等房加ETF」世代
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：打炒房效應 民眾買房意願大跌
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：特定股權交易房地合一稅 財政部放寬認定減少爭議
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：【Hot台股】聯發科漲停股價超車積哥！網嗨「買發哥賺一間房」
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：特定股權交易可適用 財部修正房地合一課稅
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：單親媽為女兒拼事業、50歲一場氣爆險喪命…她砸數千萬買3房捷
[2026-04-22 20:15:08]       ✗ 字元重疊 100%：財部修正作業要點 放寬股權交易課徵房地合一稅規定
[2026-04-22 20:15:08]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：看房5年絕望！她1200萬買北市「56年老公寓1 樓」讓7旬
[2026-04-22 20:15:08]     台積電 房: 抓到 12 則，新增 1 則
[2026-04-22 20:15:09]       ✗ URL重複：交屋潮效應漸明顯 台南重大建設區新成屋陸續完工 房價支撐性仍
[2026-04-22 20:15:09]     重大建設 房市: 抓到 1 則，新增 0 則
[2026-04-22 20:15:09]   [建商與市場]
[2026-04-22 20:15:10]       ✗ 字元重疊 80%：921地震釀34死／和解不給錢 建商假釋駁回
[2026-04-22 20:15:10]       ✗ 字元重疊 82%：無牌建商偷工減料！921震倒大樓釀34死判11年 建商董座未
[2026-04-22 20:15:10]       ✗ 非白名單來源(華視新聞網 https://news.cts.com.tw)：建商排泥水污染潮洋溪中市府勒令停工並裁罰- 地方
[2026-04-22 20:15:10]       ✗ URL重複：豪宅交易減3建商逆勢突圍- 產業特刊- 工商時報
[2026-04-22 20:15:10]       ✗ 字元重疊 55%：台建商熊本蓋「一戶建」 11棟獨棟別墅半年華人買光
[2026-04-22 20:15:10]       ✗ 非白名單來源(MSN https://www.msn.com)：房市進入「去平庸化」 購買力縮減 建商如何面對挑戰?
[2026-04-22 20:15:10]       ✗ 非白名單來源(CTWANT https://www.ctwant.com)：發揮大型建商優勢！鹽行國中重劃區「遠雄山禾」旗艦規格受矚 |
[2026-04-22 20:15:11]       ✗ 標題完全相同：建商發錢了！興富發董事會決議配息　每股發放金額「讓存股族驚呆
[2026-04-22 20:15:11]       ✗ 非白名單來源(news.cnyes.com https://news.cnyes.com)：建商潤隆及興富發都將超額配發股息 潤隆還要現金減資20%
[2026-04-22 20:15:11]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：豪宅交易減 3建商逆勢突圍
[2026-04-22 20:15:11]       ✗ 字元重疊 50%：房市寒冬建商哭了？2025年5家倒閉…網不買單狂酸：賣不掉加
[2026-04-22 20:15:11]       ✗ 字元重疊 100%：房市進入「去平庸化」 購買力縮減 建商如何面對挑戰？
[2026-04-22 20:15:11]       ✗ 字元重疊 86%：中市西屯潮洋溪遭建商排泥水汙染 中市府勒令停工並裁罰
[2026-04-22 20:15:11]       ✗ 字元重疊 95%：建商排泥水污染潮洋溪 中市府勒令停工並裁罰 (圖)
[2026-04-22 20:15:11]       ✗ 字元重疊 67%：分屍女建商裝10袋「死囚獄中病逝」　檢察總長仍提非常上訴
[2026-04-22 20:15:11]       ✗ 字元重疊 81%：分屍女建商入獄15年！死囚歐陽榕病逝後 檢察總長罕見提非常上
[2026-04-22 20:15:11]       ✗ 字元重疊 91%：建商排泥水污染潮洋溪 中市府勒令工地停工、依法裁罰
[2026-04-22 20:15:11]       ✗ URL重複：實登掀底牌！過一條馬路省10萬 水湳、十四期「這建案」開價跌
[2026-04-22 20:15:11]       ✗ URL重複：獨家／三峽也有陶朱隱園？神秘建案開價9字頭　專家揭：建商很有
[2026-04-22 20:15:11]       ✗ 字元重疊 89%：建商排泥污染潮洋溪 中市勒令停工並開罰鍰
[2026-04-22 20:15:11]       ✗ URL重複：從標配到超標配！通膨時代建商「品牌保險」效應發威
[2026-04-22 20:15:11]       ✗ 字元重疊 100%：建商不撐了！全台新案房價「跌回兩年前」、高雄降最大| 房產新
[2026-04-22 20:15:11]       ✗ 非白名單來源(商周財富網 https://wealth.businessweekly.com.tw)：竹北百萬單價前哨戰昌益對決北市豪宅建商選地哲學-房地產
[2026-04-22 20:15:11]       ✗ 非白名單來源(AN不動產新聞網 https://annewsmedia.com)：全台房價下修近1成！建商「讓利」了嗎？3現象看懂房市軟著陸真
[2026-04-22 20:15:11]       ✗ 非白名單來源(住展雜誌 https://www.myhousing.com.tw)：央行緊縮對上建商撐價 房市下半年恐迎「破局轉折」
[2026-04-22 20:15:11]       ✗ URL重複：鋼筋單價狂飆15%！　台中建商公會：房價漲不動也跌不下
[2026-04-22 20:15:11]       ✗ 非白名單來源(住展雜誌 https://www.myhousing.com.tw)：台建商熊本蓋「一戶建」 11棟獨棟別墅半年華人買光
[2026-04-22 20:15:11]       ✗ URL重複：待售新成屋飆11萬宅！房仲直言「建商開始隱形讓利」：保護面子
[2026-04-22 20:15:11]       ✗ 字元重疊 58%：建商撐價VS央行限貸誰先輸？李同榮揭關鍵轉折：一壓力會出現讓
[2026-04-22 20:15:11]       ✗ 非白名單來源(CMoney投資網誌 https://cmnews.com.tw)：美國買房夢碎、建商照賺？D.R. Horton財報揭露「高房
[2026-04-22 20:15:11]       ✗ URL重複：央行鬆綁vs.建商讓利！李同榮揭「房市僵局」內幕：下半年是關
[2026-04-22 20:15:11]       ✗ 字元重疊 52%：921無良建商造成34死竟和解不給錢 矯正署駁回假釋
[2026-04-22 20:15:11]       ✗ 字元重疊 62%：全台新案開價「跌回兩年前」 推案量大跳水！ 接續520檔期成
[2026-04-22 20:15:11]       ✗ 字元重疊 57%：房市陣痛期降臨！台中海線先爆多殺多　全台新建案開價跌回2年前
[2026-04-22 20:15:11]       ✗ 非白名單來源(鏡週刊Mirror Media https://www.mirrormedia.mg)：建商VS央行誰先輸？李同榮揭關鍵轉折
[2026-04-22 20:15:11]       ✗ URL重複：低收入戶逆襲買房術 33歲存到頭期款！她曝極限省錢＋避雷建商
[2026-04-22 20:15:11]       ✗ 字元重疊 50%：高雄Q1申報開工年減17%
[2026-04-22 20:15:11]       ✗ 字元重疊 70%：無牌建商「921大地震」釀34死判11年入獄　沒賠償不准假釋
[2026-04-22 20:15:11]       ✗ 外國地名(日本)：「台積電神話」日本再現 熊本首個台灣建案完工賣光
[2026-04-22 20:15:11]       ✗ URL重複：「多殺多區域出現」！房價真跌　下修近一成？
[2026-04-22 20:15:11]     建商: 抓到 45 則，新增 5 則
[2026-04-22 20:15:12]     代銷: 抓到 0 則，新增 0 則
[2026-04-22 20:15:13]       ✗ URL重複：高捷黃線興建中 熱門站區未蓋先得獎 澄清路段周圍4字頭輕豪宅
[2026-04-22 20:15:13]       ✗ URL重複：七期「金色三麥」傳收攤改建26層豪宅　地主曝開發時程
